name,code,link,source,color_hex,color_r,color_g,color_b
Basil Leaf,29B-6,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:29B-6|,clarkkensington,#76907c,118,144,124
Day at the Spa,29C-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:29C-1|,clarkkensington,#eaf1e7,234,241,231
Secret Hideaway,29C-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:29C-2|,clarkkensington,#daebdb,218,235,219
Baltic Green,29C-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:29C-3|,clarkkensington,#c1dbc2,193,219,194
Outrageous,29C-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:29C-4|,clarkkensington,#acceaf,172,206,175
Skip a Beat,29C-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:29C-5|,clarkkensington,#9cc29f,156,194,159
Green with Envy,29C-6,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:29C-6|,clarkkensington,#7aa177,122,161,119
Bon Voyage,29D-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:29D-1|,clarkkensington,#d5eddf,213,237,223
Gee Whiz,29D-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:29D-2|,clarkkensington,#bce2d1,188,226,209
Bluegrass Band,29D-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:29D-3|,clarkkensington,#8cc8ae,140,200,174
Irish Dance,29D-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:29D-4|,clarkkensington,#61a683,97,166,131
Swiss Chard,29D-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:29D-5|,clarkkensington,#42815d,66,129,93
Winter Elegance,30A-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:30A-1|,clarkkensington,#e7ebe4,231,235,228
Palace of Versailles,30A-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:30A-2|,clarkkensington,#ccd9d3,204,217,211
Instant Message,30A-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:30A-3|,clarkkensington,#aebfb8,174,191,184
Far Away Land,30A-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:30A-4|,clarkkensington,#73857e,115,133,126
Blossom Silhouettes,30A-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:30A-5|,clarkkensington,#4c5754,76,87,84
Crystal Beach,30B-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:30B-1|,clarkkensington,#dff0e9,223,240,233
Summer's Night,30B-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:30B-2|,clarkkensington,#d7ebe6,215,235,230
Rest and Relax,30B-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:30B-3|,clarkkensington,#bad6d3,186,214,211
Et Cetera,30B-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:30B-4|,clarkkensington,#9dc1bc,157,193,188
Confidential,30B-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:30B-5|,clarkkensington,#89ada9,137,173,169
Cool Cash,30B-6,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:30B-6|,clarkkensington,#658984,101,137,132
Marine Green,30B-7,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:30B-7|,clarkkensington,#3d6360,61,99,96
Brilliant Chandelier,30C-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:30C-1|,clarkkensington,#eaf3ed,234,243,237
Leaping Water,30C-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:30C-2|,clarkkensington,#dbeee7,219,238,231
Fountain of Youth,30C-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:30C-3|,clarkkensington,#bce0d6,188,224,214
Good Life,30C-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:30C-4|,clarkkensington,#9dd1c4,157,209,196
Shopaholic,30C-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:30C-5|,clarkkensington,#85bfb1,133,191,177
Wild About You,30C-6,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:30C-6|,clarkkensington,#53a092,83,160,146
Hummingbird,30C-7,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:30C-7|,clarkkensington,#397e71,57,126,113
Luminous Stars,30D-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:30D-1|,clarkkensington,#ddf2e8,221,242,232
June Frenzy,30D-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:30D-2|,clarkkensington,#c4ebde,196,235,222
Green Lake,30D-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:30D-3|,clarkkensington,#99dac7,153,218,199
Happy Endings,30D-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:30D-4|,clarkkensington,#49b294,73,178,148
Palm Frond,30D-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:30D-5|,clarkkensington,#296b5b,41,107,91
Emerald Cliffs,EXTCC-13,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:EXTCC-13|,clarkkensington,#566a55,86,106,85
Grass Valley,EXTCC-20,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:EXTCC-20|,clarkkensington,#7e8c7f,126,140,127
Al Fresco,EXTCC-35,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:EXTCC-35|,clarkkensington,#325954,50,89,84
Spring Garden,EXTCC-36,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:EXTCC-36|,clarkkensington,#9aa99d,154,169,157
Ivy Trimmed,EXTCC-38,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:EXTCC-38|,clarkkensington,#546457,84,100,87
Old Jade,EXTCC-40,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:EXTCC-40|,clarkkensington,#c9d6ce,201,214,206
Acanthus Leaf,27B-6,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:27B-6|,clarkkensington,#8c956d,140,149,109
Essence of Green,24A-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:24A-1|,clarkkensington,#e0dfcc,224,223,204
Natural Fiber,24B-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:24B-3|,clarkkensington,#d0c7a6,208,199,166
Starstruck,24C-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:24C-1|,clarkkensington,#f2ebbd,242,235,189
Lemongrass,24C-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:24C-4|,clarkkensington,#e3d892,227,216,146
Fair Isle,26A-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:26A-1|,clarkkensington,#d6d5c6,214,213,198
Dried Sage,26A-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:26A-3|,clarkkensington,#bab8a3,186,184,163
Promised Land,26C-7,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:26C-7|,clarkkensington,#7e863c,126,134,60
Bells of Ireland,26C-6,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:26C-6|,clarkkensington,#989e4e,152,158,78
Fiddlehead Fern,28A-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:28A-4|,clarkkensington,#7c8c80,124,140,128
Blue Spruce,29A-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:29A-5|,clarkkensington,#55645c,85,100,92
Cup of Tea,23B-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:23B-4|,clarkkensington,#d9c692,217,198,146
Palm Island,26A-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:26A-2|,clarkkensington,#c6c5b0,198,197,176
Spruce Peak,27A-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:27A-5|,clarkkensington,#5f6255,95,98,85
Soothing Eucalyptus,28B-6,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:28B-6|,clarkkensington,#7c896e,124,137,110
Family Reunion,25A-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:25A-3|,clarkkensington,#c0baa1,192,186,161
Fruit Basket,25B-6,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:25B-6|,clarkkensington,#a49e72,164,158,114
Heads or Tails,23A-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:23A-2|,clarkkensington,#dfd8be,223,216,190
Chef's Blend,26B-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:26B-5|,clarkkensington,#a7a67b,167,166,123
Olive Tree,29B-7,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:29B-7|,clarkkensington,#546556,84,101,86
Carriage Hill,2024,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:2024|,clarkkensington,#5c6355,92,99,85
Monday Morning,2028,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:2028|,clarkkensington,#82856b,130,133,107
Casual Day,2032,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:2032|,clarkkensington,#c3c1a5,195,193,165
Apple Grove,2034,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:2034|,clarkkensington,#a8ab99,168,171,153
Dark Pine,2038,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:2038|,clarkkensington,#9b9c7c,155,156,124
Counting Sheep,27A-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:27A-1|,clarkkensington,#ebeadd,235,234,221
Archipelago Islands,27A-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:27A-4|,clarkkensington,#828370,130,131,112
Gooey Green Monster,KIDCC-02,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:KIDCC-02|,clarkkensington,#cad4a7,202,212,167
Play Ball,KIDCC-08,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:KIDCC-08|,clarkkensington,#adc792,173,199,146
Bundle of Joy,KIDCC-09,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:KIDCC-09|,clarkkensington,#ebf2dc,235,242,220
Little Bubbles,KIDCC-12,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:KIDCC-12|,clarkkensington,#d1eee3,209,238,227
Jungle Gym,KIDCC-27,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:KIDCC-27|,clarkkensington,#adbcb1,173,188,177
Pocketful of Green,KIDCC-35,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:KIDCC-35|,clarkkensington,#d6deb6,214,222,182
Cricket Concert,KIDCC-38,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:KIDCC-38|,clarkkensington,#8a8953,138,137,83
Baby Makes Three,KIDCC-43,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:KIDCC-43|,clarkkensington,#b7b380,183,179,128
Gummy Bear,KIDCC-48,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:KIDCC-48|,clarkkensington,#96ad6b,150,173,107
Vine Street,26B-6,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:26B-6|,clarkkensington,#949364,148,147,100
Lime Green Bloom,25D-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:25D-3|,clarkkensington,#e4e08b,228,224,139
Moment's Notice,28A-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:28A-3|,clarkkensington,#b3c0b6,179,192,182
