name,code,link,source,color_hex,color_r,color_g,color_b
Warm Breezes,V103-3,https://www.valspar.com/en/colors/browse-colors/independent-retailers/teal/warm-breezes-v103-3,valspar,#9bb9bd,155,185,189
Office Blue,4005-6A,https://www.valspar.com/en/colors/browse-colors/lowes/blue/office-blue-4005-6a,valspar,#7797ac,119,151,172
Aquamarine,V066-3,https://www.valspar.com/en/colors/browse-colors/independent-retailers/teal/aquamarine-v066-3,valspar,#87bdbc,135,189,188
Blue Tango,4007-10B,https://www.valspar.com/en/colors/browse-colors/lowes/blue/blue-tango-4007-10b,valspar,#339bcf,51,155,207
Heron Wing,T682,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/heron-wing-t682,valspar,#a1b7c3,161,183,195
Blue Goblin,T683,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/blue-goblin-t683,valspar,#9fb7c1,159,183,193
Café Blue,5001-4A,https://www.valspar.com/en/colors/browse-colors/lowes/teal/cafe-blue-5001-4a,valspar,#859694,133,150,148
Secluded Garden,5002-4A,https://www.valspar.com/en/colors/browse-colors/lowes/teal/secluded-garden-5002-4a,valspar,#789692,120,150,146
Chance of Showers,M344,https://www.valspar.com/en/colors/browse-colors/independent-retailers/teal/chance-of-showers-m344,valspar,#9fb8b7,159,184,183
Gone Fishing,5004-8A,https://www.valspar.com/en/colors/browse-colors/lowes/blue/gone-fishing-5004-8a,valspar,#4a9ca6,74,156,166
Déjà Blue,V106-3,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/deja-blue-v106-3,valspar,#99b8c4,153,184,196
Mosaic Blue,V068-3,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/mosaic-blue-v068-3,valspar,#86bac8,134,186,200
Laguna Green,5007-10B,https://www.valspar.com/en/colors/browse-colors/lowes/teal/laguna-green-5007-10b,valspar,#01a298,1,162,152
Blue Bird Morning,P068,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/blue-bird-morning-p068,valspar,#86b9cb,134,185,203
Laid-Back Blue,8003-39E,https://www.valspar.com/en/colors/browse-colors/lowes/teal/laid-back-blue-8003-39e,valspar,#78969a,120,150,154
Splendid Blue,4004-6A,https://www.valspar.com/en/colors/browse-colors/lowes/blue/splendid-blue-4004-6a,valspar,#6890ae,104,144,174
Glacier Bay,V108-3,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/glacier-bay-v108-3,valspar,#9ab5c6,154,181,198
Someday,4006-10B,https://www.valspar.com/en/colors/browse-colors/lowes/blue/someday-4006-10b,valspar,#4491c8,68,145,200
Blue Fiesta,V030-2,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/blue-fiesta-v030-2,valspar,#57bed7,87,190,215
Lavender Blue,V074-4,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/lavender-blue-v074-4,valspar,#a2b2ce,162,178,206
Tidal Teal,5006-8B,https://www.valspar.com/en/colors/browse-colors/lowes/teal/tidal-teal-5006-8b,valspar,#3d979b,61,151,155
Naxos Sky,V032-2,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/naxos-sky-v032-2,valspar,#59bcda,89,188,218
Tropical Rainforest,6002-10C,https://www.valspar.com/en/colors/browse-colors/lowes/teal/tropical-rainforest-6002-10c,valspar,#019f7d,1,159,125
Cottage Door,8004-38E,https://www.valspar.com/en/colors/browse-colors/lowes/blue/cottage-door-8004-38e,valspar,#7a8f97,122,143,151
Safe Haven,V037-2,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/safe-haven-v037-2,valspar,#a2aed2,162,174,210
Flood Tide,5001-6A,https://www.valspar.com/en/colors/browse-colors/lowes/blue/flood-tide-5001-6a,valspar,#618f99,97,143,153
Wings of Pegasus,V073-3,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/wings-of-pegasus-v073-3,valspar,#93b1d6,147,177,214
Rushing Rapids,5001-8A,https://www.valspar.com/en/colors/browse-colors/lowes/blue/rushing-rapids-5001-8a,valspar,#4891b0,72,145,176
Blue Topaz,V070-4,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/blue-topaz-v070-4,valspar,#72b7d9,114,183,217
Pool Party,5002-10B,https://www.valspar.com/en/colors/browse-colors/lowes/blue/pool-party-5002-10b,valspar,#0195b7,1,149,183
BFF Blue,V034-2,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/bff-blue-v034-2,valspar,#68b6e0,104,182,224
Blue Energy,M258,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/blue-energy-m258,valspar,#5fbba5,95,187,165
Villa Blue,5002-4B,https://www.valspar.com/en/colors/browse-colors/lowes/teal/villa-blue-5002-4b,valspar,#6d8c8b,109,140,139
Gray Lavender,4005-4A,https://www.valspar.com/en/colors/browse-colors/lowes/blue/gray-lavender-4005-4a,valspar,#70869b,112,134,155
Intracoastal,V064-4,https://www.valspar.com/en/colors/browse-colors/independent-retailers/teal/intracoastal-v064-4,valspar,#77b5a8,119,181,168
Royal Gray,4006-4A,https://www.valspar.com/en/colors/browse-colors/lowes/blue/royal-gray-4006-4a,valspar,#6c889a,108,136,154
Atlantic Foam,V099-4,https://www.valspar.com/en/colors/browse-colors/independent-retailers/teal/atlantic-foam-v099-4,valspar,#9aaba1,154,171,161
Aqua Dance,5002-8B,https://www.valspar.com/en/colors/browse-colors/lowes/teal/aqua-dance-5002-8b,valspar,#358f9f,53,143,159
Fog Blue,V102-4,https://www.valspar.com/en/colors/browse-colors/independent-retailers/teal/fog-blue-v102-4,valspar,#8eadac,142,173,172
Dreamy Teal,5007-8B,https://www.valspar.com/en/colors/browse-colors/lowes/teal/dreamy-teal-5007-8b,valspar,#39918e,57,145,142
April Rain,V100-4,https://www.valspar.com/en/colors/browse-colors/independent-retailers/teal/april-rain-v100-4,valspar,#98aba7,152,171,167
Blueberry Festival,8002-44E,https://www.valspar.com/en/colors/browse-colors/lowes/blue/blueberry-festival-8002-44e,valspar,#498bb8,73,139,184
Cool Customer,V107-4,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/cool-customer-v107-4,valspar,#93aab8,147,170,184
Pulitzer Blue,4008-4A,https://www.valspar.com/en/colors/browse-colors/lowes/blue/pulitzer-blue-4008-4a,valspar,#698593,105,133,147
Utopia Beckons,V029-2,https://www.valspar.com/en/colors/browse-colors/independent-retailers/teal/utopia-beckons-v029-2,valspar,#30b6bf,48,182,191
Brookside,4008-6A,https://www.valspar.com/en/colors/browse-colors/lowes/blue/brookside-4008-6a,valspar,#5d8699,93,134,153
Porcelain Vase,V109-4,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/porcelain-vase-v109-4,valspar,#8ba9c1,139,169,193
Picasso,8001-44E,https://www.valspar.com/en/colors/browse-colors/lowes/blue/picasso-8001-44e,valspar,#5287b9,82,135,185
Sebastian Inlet,V104-3,https://www.valspar.com/en/colors/browse-colors/independent-retailers/teal/sebastian-inlet-v104-3,valspar,#81acb8,129,172,184
Wave Goodbye,V137-4,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/wave-goodbye-v137-4,valspar,#97a7b4,151,167,180
Northern Juniper,5001-4B,https://www.valspar.com/en/colors/browse-colors/lowes/teal/northern-juniper-5001-4b,valspar,#6d8484,109,132,132
New Toile,T611,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/new-toile-t611,valspar,#8da6b9,141,166,185
Tropical Oasis,5004-8B,https://www.valspar.com/en/colors/browse-colors/lowes/teal/tropical-oasis-5004-8b,valspar,#3c8b95,60,139,149
Cornflower Blue,4008-4B,https://www.valspar.com/en/colors/browse-colors/lowes/blue/cornflower-blue-4008-4b,valspar,#6b808c,107,128,140
Violetta,V073-4,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/violetta-v073-4,valspar,#87a4c8,135,164,200
Paula Loves Paris,V036-2,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/paula-loves-paris-v036-2,valspar,#80a5cd,128,165,205
Tropical Hideaway,5007-10C,https://www.valspar.com/en/colors/browse-colors/lowes/teal/tropical-hideaway-5007-10c,valspar,#018d82,1,141,130
Boo Blue,V072-4,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/boo-blue-v072-4,valspar,#71a6ce,113,166,206
Sea Swell,5008-10C,https://www.valspar.com/en/colors/browse-colors/lowes/teal/sea-swell-5008-10c,valspar,#018f70,1,143,112
Pat-a-Pep,8001-43F,https://www.valspar.com/en/colors/browse-colors/lowes/blue/pat-a-pep-8001-43f,valspar,#3780b9,55,128,185
Infinity,V033-2,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/infinity-v033-2,valspar,#47a8d8,71,168,216
Blue Spirit,8002-41E,https://www.valspar.com/en/colors/browse-colors/lowes/blue/blue-spirit-8002-41e,valspar,#3e8094,62,128,148
Cresting Waves,V066-4,https://www.valspar.com/en/colors/browse-colors/independent-retailers/teal/cresting-waves-v066-4,valspar,#6ea3a3,110,163,163
Cornwall,8002-43E,https://www.valspar.com/en/colors/browse-colors/lowes/blue/cornwall-8002-43e,valspar,#43809f,67,128,159
In the Deep End,T614,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/in-the-deep-end-t614,valspar,#869f9f,134,159,159
Peyton,8002-45E,https://www.valspar.com/en/colors/browse-colors/lowes/blue/peyton-8002-45e,valspar,#557ca2,85,124,162
Smoky Mountain Spring,V067-4,https://www.valspar.com/en/colors/browse-colors/independent-retailers/teal/smoky-mountain-spring-v067-4,valspar,#64a4ab,100,164,171
Deep Blue Sea,5001-10C,https://www.valspar.com/en/colors/browse-colors/lowes/blue/deep-blue-sea-5001-10c,valspar,#1080a7,16,128,167
Brocade Blue,V105-4,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/brocade-blue-v105-4,valspar,#859ea5,133,158,165
Lake Okoboji,V108-4,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/lake-okoboji-v108-4,valspar,#7d9db0,125,157,176
Emerald Enchantment,8001-33G,https://www.valspar.com/en/colors/browse-colors/lowes/teal/emerald-enchantment-8001-33g,valspar,#01866e,1,134,110
Indigo Dreams,8003-46E,https://www.valspar.com/en/colors/browse-colors/lowes/blue/indigo-dreams-8003-46e,valspar,#607895,96,120,149
Marrakech Mile,M249,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/marrakech-mile-m249,valspar,#01a7b8,1,167,184
Blue Nuthatch,V106-4,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/blue-nuthatch-v106-4,valspar,#7f9ca8,127,156,168
Blue Thunder,8004-37F,https://www.valspar.com/en/colors/browse-colors/lowes/teal/blue-thunder-8004-37f,valspar,#637a80,99,122,128
Bountiful Blue,4007-6B,https://www.valspar.com/en/colors/browse-colors/lowes/blue/bountiful-blue-4007-6b,valspar,#517689,81,118,137
Cats and Dogs,T622,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/cats-and-dogs-t622,valspar,#7f9bac,127,155,172
Celebration Blue,4008-6B,https://www.valspar.com/en/colors/browse-colors/lowes/blue/celebration-blue-4008-6b,valspar,#51788b,81,120,139
Crisp French Blue,V069-4,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/crisp-french-blue-v069-4,valspar,#6b9db6,107,157,182
Blue Chiffon,V068-4,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/blue-chiffon-v068-4,valspar,#5f9faf,95,159,175
Sky Space,5001-6B,https://www.valspar.com/en/colors/browse-colors/lowes/teal/sky-space-5001-6b,valspar,#497a84,73,122,132
Wishing Well,5002-10C,https://www.valspar.com/en/colors/browse-colors/lowes/blue/wishing-well-5002-10c,valspar,#017fa4,1,127,164
Gulf Stream Blue,P033,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/gulf-stream-blue-p033,valspar,#619cbe,97,156,190
Estero Sky,V071-4,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/estero-sky-v071-4,valspar,#489bc6,72,155,198
Blue Turquoise,5006-10C,https://www.valspar.com/en/colors/browse-colors/lowes/teal/blue-turquoise-5006-10c,valspar,#018380,1,131,128
Best of Both Worlds,8001-38F,https://www.valspar.com/en/colors/browse-colors/lowes/blue/best-of-both-worlds-8001-38f,valspar,#01819a,1,129,154
Delphinium Corsage,V035-2,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/delphinium-corsage-v035-2,valspar,#4b98cc,75,152,204
Peacock Blues,8003-41E,https://www.valspar.com/en/colors/browse-colors/lowes/blue/peacock-blues-8003-41e,valspar,#497a8d,73,122,141
Zinc Blue,V099-5,https://www.valspar.com/en/colors/browse-colors/independent-retailers/teal/zinc-blue-v099-5,valspar,#819288,129,146,136
Providence,8003-44F,https://www.valspar.com/en/colors/browse-colors/lowes/blue/providence-8003-44f,valspar,#5a7589,90,117,137
Ship Shape,V102-5,https://www.valspar.com/en/colors/browse-colors/independent-retailers/teal/ship-shape-v102-5,valspar,#6d9495,109,148,149
Retro-Colonial Blue,4006-4B,https://www.valspar.com/en/colors/browse-colors/lowes/blue/retro-colonial-blue-4006-4b,valspar,#587487,88,116,135
Grand Boulevard,V103-4,https://www.valspar.com/en/colors/browse-colors/independent-retailers/teal/grand-boulevard-v103-4,valspar,#729397,114,147,151
Blue Tea,M355,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/blue-tea-m355,valspar,#769097,118,144,151
Fish Story,5006-8C,https://www.valspar.com/en/colors/browse-colors/lowes/teal/fish-story-5006-8c,valspar,#217c80,33,124,128
Later Gator,8001-35G,https://www.valspar.com/en/colors/browse-colors/lowes/teal/later-gator-8001-35g,valspar,#018077,1,128,119
Teal & Tonic,M304,https://www.valspar.com/en/colors/browse-colors/independent-retailers/teal/teal-tonic-m304,valspar,#6b9297,107,146,151
Parrot Flight,8002-40F,https://www.valspar.com/en/colors/browse-colors/lowes/blue/parrot-flight-8002-40f,valspar,#017b92,1,123,146
Blue Bolero,P066,https://www.valspar.com/en/colors/browse-colors/independent-retailers/teal/blue-bolero-p066,valspar,#019ba4,1,155,164
Veranda Blue,4004-6B,https://www.valspar.com/en/colors/browse-colors/lowes/blue/veranda-blue-4004-6b,valspar,#4f718a,79,113,138
Palace Intrigue,P107,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/palace-intrigue-p107,valspar,#6d8fa2,109,143,162
Thundering Clouds,4005-4B,https://www.valspar.com/en/colors/browse-colors/lowes/blue/thundering-clouds-4005-4b,valspar,#576f85,87,111,133
Steele Blue,V137-5,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/steele-blue-v137-5,valspar,#7b8c99,123,140,153
Cat's Pajamas,T613,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/cats-pajamas-t613,valspar,#708e9a,112,142,154
Bay Teal,5004-10C,https://www.valspar.com/en/colors/browse-colors/lowes/teal/bay-teal-5004-10c,valspar,#017b86,1,123,134
Flannel Gray,8004-38F,https://www.valspar.com/en/colors/browse-colors/lowes/blue/flannel-gray-8004-38f,valspar,#586c74,88,108,116
Left Bank Blue,P069,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/left-bank-blue-p069,valspar,#5c90a4,92,144,164
In the Deep Blue Sea,8004-40F,https://www.valspar.com/en/colors/browse-colors/lowes/blue/in-the-deep-blue-sea-8004-40f,valspar,#5c6c76,92,108,118
Chivalry,M347,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/chivalry-m347,valspar,#5190a9,81,144,169
Blueberry Festival,V072-5,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/blueberry-festival-v072-5,valspar,#498bb8,73,139,184
Shady Palm,5003-6C,https://www.valspar.com/en/colors/browse-colors/lowes/teal/shady-palm-5003-6c,valspar,#456b65,69,107,101
Bayou Serenade,8001-38G,https://www.valspar.com/en/colors/browse-colors/lowes/blue/bayou-serenade-8001-38g,valspar,#017388,1,115,136
Classic Damask,V101-5,https://www.valspar.com/en/colors/browse-colors/independent-retailers/teal/classic-damask-v101-5,valspar,#6d8887,109,136,135
Low Tide,8003-39F,https://www.valspar.com/en/colors/browse-colors/lowes/teal/low-tide-8003-39f,valspar,#496c73,73,108,115
Lights at Sea,V028-3,https://www.valspar.com/en/colors/browse-colors/independent-retailers/teal/lights-at-sea-v028-3,valspar,#019692,1,150,146
Peek-A-Boo Blue,4007-10C,https://www.valspar.com/en/colors/browse-colors/lowes/blue/peek-a-boo-blue-4007-10c,valspar,#0169a7,1,105,167
Pacific Palisades,V100-5,https://www.valspar.com/en/colors/browse-colors/independent-retailers/teal/pacific-palisades-v100-5,valspar,#778580,119,133,128
Rickrack,V068-5,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/rickrack-v068-5,valspar,#408798,64,135,152
Shadows of Time,8001-34G,https://www.valspar.com/en/colors/browse-colors/lowes/teal/shadows-of-time-8001-34g,valspar,#01755c,1,117,92
Merman,T601,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/merman-t601,valspar,#6a8097,106,128,151
Totally Teal,8001-37G,https://www.valspar.com/en/colors/browse-colors/lowes/teal/totally-teal-8001-37g,valspar,#016f78,1,111,120
Biro Blue,8001-43G,https://www.valspar.com/en/colors/browse-colors/lowes/blue/biro-blue-8001-43g,valspar,#10659f,16,101,159
Blue to the Bone,V031-3,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/blue-to-the-bone-v031-3,valspar,#0189ac,1,137,172
Deep Universe,8002-42F,https://www.valspar.com/en/colors/browse-colors/lowes/blue/deep-universe-8002-42f,valspar,#01688a,1,104,138
Lake Henry,V070-5,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/lake-henry-v070-5,valspar,#4083a2,64,131,162
Atlantic Schooner,4004-6C,https://www.valspar.com/en/colors/browse-colors/lowes/blue/atlantic-schooner-4004-6c,valspar,#39607f,57,96,127
Smoky Violet,V073-5,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/smoky-violet-v073-5,valspar,#647e9e,100,126,158
Artisan Green,5009-7,https://www.valspar.com/en/colors/browse-colors/lowes/teal/artisan-green-5009-7,valspar,#0f6761,15,103,97
Santorini Seascape,V027-3,https://www.valspar.com/en/colors/browse-colors/independent-retailers/teal/santorini-seascape-v027-3,valspar,#018b7f,1,139,127
Stained Glass,5011-7,https://www.valspar.com/en/colors/browse-colors/lowes/teal/stained-glass-5011-7,valspar,#017067,1,112,103
Night Masque,V104-5,https://www.valspar.com/en/colors/browse-colors/independent-retailers/teal/night-masque-v104-5,valspar,#4b7c89,75,124,137
Oh So Vo,8001-40G,https://www.valspar.com/en/colors/browse-colors/lowes/blue/oh-so-vo-8001-40g,valspar,#016892,1,104,146
Ocean Reef,V067-5,https://www.valspar.com/en/colors/browse-colors/independent-retailers/teal/ocean-reef-v067-5,valspar,#1c808a,28,128,138
Moody Teal,V108-5,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/moody-teal-v108-5,valspar,#4b7891,75,120,145
Grand Prix,8003-38F,https://www.valspar.com/en/colors/browse-colors/lowes/teal/grand-prix-8003-38f,valspar,#476462,71,100,98
Goddess of the Nile,V109-5,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/goddess-of-the-nile-v109-5,valspar,#557690,85,118,144
Perfect Storm,5001-6C,https://www.valspar.com/en/colors/browse-colors/lowes/teal/perfect-storm-5001-6c,valspar,#395c65,57,92,101
Pacific Pleasure,5009-10,https://www.valspar.com/en/colors/browse-colors/lowes/blue/pacific-pleasure-5009-10,valspar,#016282,1,98,130
Flattering Blue,T612,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/flattering-blue-t612,valspar,#4e7795,78,119,149
Jester Blue,8002-41F,https://www.valspar.com/en/colors/browse-colors/lowes/blue/jester-blue-8002-41f,valspar,#1f6071,31,96,113
Sea Swirl,M260,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/sea-swirl-m260,valspar,#3f7993,63,121,147
Chintz,8002-43F,https://www.valspar.com/en/colors/browse-colors/lowes/blue/chintz-8002-43f,valspar,#106081,16,96,129
In the Mood,V071-5,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/in-the-mood-v071-5,valspar,#2077a0,32,119,160
Moroccan Resort,8002-45F,https://www.valspar.com/en/colors/browse-colors/lowes/blue/moroccan-resort-8002-45f,valspar,#305d84,48,93,132
Blue Batik,V074-5,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/blue-batik-v074-5,valspar,#606e9c,96,110,156
Dragon's Lair,8003-41F,https://www.valspar.com/en/colors/browse-colors/lowes/blue/dragons-lair-8003-41f,valspar,#316073,49,96,115
Aussie Surf,V064-5,https://www.valspar.com/en/colors/browse-colors/independent-retailers/teal/aussie-surf-v064-5,valspar,#3e786d,62,120,109
Hobgoblin,8004-39F,https://www.valspar.com/en/colors/browse-colors/lowes/blue/hobgoblin-8004-39f,valspar,#3d5f6d,61,95,109
Blue Lobster,V033-3,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/blue-lobster-v033-3,valspar,#0178aa,1,120,170
Mountain River,4005-6C,https://www.valspar.com/en/colors/browse-colors/lowes/blue/mountain-river-4005-6c,valspar,#3f576a,63,87,106
Amazon Drift,V065-5,https://www.valspar.com/en/colors/browse-colors/independent-retailers/teal/amazon-drift-v065-5,valspar,#2d7870,45,120,112
Night Scape,5002-8C,https://www.valspar.com/en/colors/browse-colors/lowes/teal/night-scape-5002-8c,valspar,#0c5f6c,12,95,108
Poseidon's Castle,V066-5,https://www.valspar.com/en/colors/browse-colors/independent-retailers/teal/poseidons-castle-v066-5,valspar,#227878,34,120,120
Deep Atlantic,8002-40G,https://www.valspar.com/en/colors/browse-colors/lowes/blue/deep-atlantic-8002-40g,valspar,#015d72,1,93,114
Lido Deck,M238,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/lido-deck-m238,valspar,#017b77,1,123,119
Bandana,8002-44F,https://www.valspar.com/en/colors/browse-colors/lowes/blue/bandana-8002-44f,valspar,#015b8a,1,91,138
Sea Crest,M324,https://www.valspar.com/en/colors/browse-colors/independent-retailers/teal/sea-crest-m324,valspar,#33747c,51,116,124
Sapphire Earbobs,8003-46F,https://www.valspar.com/en/colors/browse-colors/lowes/blue/sapphire-earbobs-8003-46f,valspar,#475671,71,86,113
Ol' Blue Eyes,V105-5,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/ol-blue-eyes-v105-5,valspar,#556f77,85,111,119
Motor City Blue,4005-4C,https://www.valspar.com/en/colors/browse-colors/lowes/blue/motor-city-blue-4005-4c,valspar,#415262,65,82,98
Forever Teal,P102,https://www.valspar.com/en/colors/browse-colors/independent-retailers/teal/forever-teal-p102,valspar,#017b7f,1,123,127
Strong Will,8001-44G,https://www.valspar.com/en/colors/browse-colors/lowes/blue/strong-will-8001-44g,valspar,#214f86,33,79,134
Sultry Bay,V103-5,https://www.valspar.com/en/colors/browse-colors/independent-retailers/teal/sultry-bay-v103-5,valspar,#4c7075,76,112,117
Passageway,V137-6,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/passageway-v137-6,valspar,#596c77,89,108,119
Toadstool Teal,8002-37G,https://www.valspar.com/en/colors/browse-colors/lowes/teal/toadstool-teal-8002-37g,valspar,#015d61,1,93,97
Kate's Ring,8002-44G,https://www.valspar.com/en/colors/browse-colors/lowes/blue/kates-ring-8002-44g,valspar,#01537f,1,83,127
Watershed,M305,https://www.valspar.com/en/colors/browse-colors/independent-retailers/teal/watershed-m305,valspar,#017887,1,120,135
Folk Blue,V107-5,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/folk-blue-v107-5,valspar,#4e6d7f,78,109,127
Long Water,8003-39G,https://www.valspar.com/en/colors/browse-colors/lowes/teal/long-water-8003-39g,valspar,#3c5355,60,83,85
Rogue Blue,5009-2,https://www.valspar.com/en/colors/browse-colors/lowes/blue/rogue-blue-5009-2,valspar,#424d58,66,77,88
Aristocratic,M336,https://www.valspar.com/en/colors/browse-colors/independent-retailers/teal/aristocratic-m336,valspar,#3d6f82,61,111,130
Back of Beyond,8002-42G,https://www.valspar.com/en/colors/browse-colors/lowes/blue/back-of-beyond-8002-42g,valspar,#015474,1,84,116
Aurora Borealis,P037,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/aurora-borealis-p037,valspar,#536984,83,105,132
Amazing Sky,V030-3,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/amazing-sky-v030-3,valspar,#01738e,1,115,142
Mountain Midnight,8004-37G,https://www.valspar.com/en/colors/browse-colors/lowes/teal/mountain-midnight-8004-37g,valspar,#344c52,52,76,82
Cadet Song,8004-38G,https://www.valspar.com/en/colors/browse-colors/lowes/blue/cadet-song-8004-38g,valspar,#334c57,51,76,87
Cottage by the Sea,V069-5,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/cottage-by-the-sea-v069-5,valspar,#306d88,48,109,136
Dutch Licorice,4008-4C,https://www.valspar.com/en/colors/browse-colors/lowes/blue/dutch-licorice-4008-4c,valspar,#39444d,57,68,77
Riverbend,V102-6,https://www.valspar.com/en/colors/browse-colors/independent-retailers/teal/riverbend-v102-6,valspar,#466863,70,104,99
Newport Gray,4011-5,https://www.valspar.com/en/colors/browse-colors/lowes/blue/newport-gray-4011-5,valspar,#214c5f,33,76,95
Totally Teal,V029-3,https://www.valspar.com/en/colors/browse-colors/independent-retailers/teal/totally-teal-v029-3,valspar,#016f78,1,111,120
Am I Blue?,V106-6,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/am-i-blue-v106-6,valspar,#396475,57,100,117
Deep Water,8002-38G,https://www.valspar.com/en/colors/browse-colors/lowes/teal/deep-water-8002-38g,valspar,#01535d,1,83,93
Mariana Trench,8002-41G,https://www.valspar.com/en/colors/browse-colors/lowes/blue/mariana-trench-8002-41g,valspar,#1a4858,26,72,88
Journey Into Night,V032-3,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/journey-into-night-v032-3,valspar,#016784,1,103,132
Encore,8002-45G,https://www.valspar.com/en/colors/browse-colors/lowes/blue/encore-8002-45g,valspar,#0f456e,15,69,110
Jimbo's Jersey,P070,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/jimbos-jersey-p070,valspar,#01628a,1,98,138
Deep Galaxy,8003-41G,https://www.valspar.com/en/colors/browse-colors/lowes/blue/deep-galaxy-8003-41g,valspar,#2b4a56,43,74,86
Night Fever,P110,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/night-fever-p110,valspar,#265e83,38,94,131
Demon Blue,V037-3,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/demon-blue-v037-3,valspar,#45558d,69,85,141
Everglade Deck,5011-3,https://www.valspar.com/en/colors/browse-colors/lowes/teal/everglade-deck-5011-3,valspar,#23424a,35,66,74
Blueprint,V035-3,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/blueprint-v035-3,valspar,#015e98,1,94,152
Midsummer Night,8003-37G,https://www.valspar.com/en/colors/browse-colors/lowes/teal/midsummer-night-8003-37g,valspar,#1e4540,30,69,64
Time's Current,8003-45G,https://www.valspar.com/en/colors/browse-colors/lowes/blue/times-current-8003-45g,valspar,#20415c,32,65,92
Jade Sea,V099-6,https://www.valspar.com/en/colors/browse-colors/independent-retailers/teal/jade-sea-v099-6,valspar,#485a50,72,90,80
Pitch Cobalt,5010-2,https://www.valspar.com/en/colors/browse-colors/lowes/blue/pitch-cobalt-5010-2,valspar,#293944,41,57,68
Prehistoric,V100-6,https://www.valspar.com/en/colors/browse-colors/independent-retailers/teal/prehistoric-v100-6,valspar,#495954,73,89,84
Deep River Green,5010-3,https://www.valspar.com/en/colors/browse-colors/lowes/teal/deep-river-green-5010-3,valspar,#2b3f40,43,63,64
