name,code,link,source,color_hex,color_r,color_g,color_b
Friendly Ghost,V161,https://www.valspar.com/en/colors/browse-colors/independent-retailers/white/friendly-ghost-v161,valspar,#e4e4e2,228,228,226
Shell White,7007-12,https://www.valspar.com/en/colors/browse-colors/lowes/white/shell-white-7007-12,valspar,#eee9de,238,233,222
Navy Bean,V167,https://www.valspar.com/en/colors/browse-colors/independent-retailers/white/navy-bean-v167,valspar,#e8e4db,232,228,219
Visionary,8007-3G,https://www.valspar.com/en/colors/browse-colors/lowes/white/visionary-8007-3g,valspar,#ddedee,221,237,238
Bistro Napkin,M211,https://www.valspar.com/en/colors/browse-colors/independent-retailers/white/bistro-napkin-m211,valspar,#ece2dc,236,226,220
Thousand Shells,8007-4B,https://www.valspar.com/en/colors/browse-colors/lowes/white/thousand-shells-8007-4b,valspar,#ebeae4,235,234,228
Moon Garden,M319,https://www.valspar.com/en/colors/browse-colors/independent-retailers/white/moon-garden-m319,valspar,#dfe5e3,223,229,227
Polished Ivory,7006-6,https://www.valspar.com/en/colors/browse-colors/lowes/white/polished-ivory-7006-6,valspar,#f1e7d4,241,231,212
Bare Minimum,T643,https://www.valspar.com/en/colors/browse-colors/independent-retailers/white/bare-minimum-t643,valspar,#d9e6e9,217,230,233
Dover White,7007-1,https://www.valspar.com/en/colors/browse-colors/lowes/white/dover-white-7007-1,valspar,#eee7d9,238,231,217
Humble Beginnings,V170,https://www.valspar.com/en/colors/browse-colors/independent-retailers/white/humble-beginnings-v170,valspar,#e9e2dc,233,226,220
Cozy White,3008-10C,https://www.valspar.com/en/colors/browse-colors/lowes/white/cozy-white-3008-10c,valspar,#ede6da,237,230,218
Subtle,T542,https://www.valspar.com/en/colors/browse-colors/independent-retailers/white/subtle-t542,valspar,#e5e2e3,229,226,227
Snowed In,6004-1A,https://www.valspar.com/en/colors/browse-colors/lowes/white/snowed-in-6004-1a,valspar,#eae8e1,234,232,225
Gentle Gray,T651,https://www.valspar.com/en/colors/browse-colors/independent-retailers/white/gentle-gray-t651,valspar,#e1e3e3,225,227,227
Bermuda Sand,7002-10,https://www.valspar.com/en/colors/browse-colors/lowes/white/bermuda-sand-7002-10,valspar,#f4e6d2,244,230,210
Horizon Gray,T642,https://www.valspar.com/en/colors/browse-colors/independent-retailers/white/horizon-gray-t642,valspar,#dae4e8,218,228,232
Ivory Lace,7003-6,https://www.valspar.com/en/colors/browse-colors/lowes/white/ivory-lace-7003-6,valspar,#f2e6d1,242,230,209
Permafrost,V159,https://www.valspar.com/en/colors/browse-colors/independent-retailers/white/permafrost-v159,valspar,#e4e2dd,228,226,221
Teapot,8007-1A,https://www.valspar.com/en/colors/browse-colors/lowes/white/teapot-8007-1a,valspar,#e7e7e6,231,231,230
Sueded Gray,M239,https://www.valspar.com/en/colors/browse-colors/independent-retailers/white/sueded-gray-m239,valspar,#dae1eb,218,225,235
Gray Opal,7004-6,https://www.valspar.com/en/colors/browse-colors/lowes/white/gray-opal-7004-6,valspar,#dde8e8,221,232,232
Warm Oatmeal,V179,https://www.valspar.com/en/colors/browse-colors/independent-retailers/white/warm-oatmeal-v179,valspar,#e1d9cd,225,217,205
Winter Dawn,7004-1,https://www.valspar.com/en/colors/browse-colors/lowes/white/winter-dawn-7004-1,valspar,#e7e4e3,231,228,227
Dirty Martini,V174,https://www.valspar.com/en/colors/browse-colors/independent-retailers/white/dirty-martini-v174,valspar,#dedad1,222,218,209
Gosling,8007-4F,https://www.valspar.com/en/colors/browse-colors/lowes/white/gosling-8007-4f,valspar,#e6e5de,230,229,222
Westchester White,V182,https://www.valspar.com/en/colors/browse-colors/independent-retailers/white/westchester-white-v182,valspar,#e2d9cf,226,217,207
Divine Cream,7006-8,https://www.valspar.com/en/colors/browse-colors/lowes/white/divine-cream-7006-8,valspar,#e5e4d8,229,228,216
Bottle Glass,T656,https://www.valspar.com/en/colors/browse-colors/independent-retailers/white/bottle-glass-t656,valspar,#d6dbd0,214,219,208
White Wool,8007-12B,https://www.valspar.com/en/colors/browse-colors/lowes/white/white-wool-8007-12b,valspar,#e6e2df,230,226,223
Pan's Flute,T658,https://www.valspar.com/en/colors/browse-colors/independent-retailers/white/pans-flute-t658,valspar,#d8d9d0,216,217,208
Barley,8007-12F,https://www.valspar.com/en/colors/browse-colors/lowes/white/barley-8007-12f,valspar,#e7e3dc,231,227,220
Thundersnow,V171,https://www.valspar.com/en/colors/browse-colors/independent-retailers/white/thundersnow-v171,valspar,#d9d8d6,217,216,214
Northbound,8007-3E,https://www.valspar.com/en/colors/browse-colors/lowes/white/northbound-8007-3e,valspar,#dde5e6,221,229,230
Sonnet Gray,T654,https://www.valspar.com/en/colors/browse-colors/independent-retailers/white/sonnet-gray-t654,valspar,#cbd1ce,203,209,206
Heirloom Pink,7001-18,https://www.valspar.com/en/colors/browse-colors/lowes/white/heirloom-pink-7001-18,valspar,#e4e0dc,228,224,220
Seed Cathedral,M230,https://www.valspar.com/en/colors/browse-colors/independent-retailers/white/seed-cathedral-m230,valspar,#d7cdc6,215,205,198
Courtyard Tan,7002-13,https://www.valspar.com/en/colors/browse-colors/lowes/white/courtyard-tan-7002-13,valspar,#eadfcc,234,223,204
Upstate,T659,https://www.valspar.com/en/colors/browse-colors/independent-retailers/white/upstate-t659,valspar,#d1cfc1,209,207,193
Prudence,7004-13,https://www.valspar.com/en/colors/browse-colors/lowes/white/prudence-7004-13,valspar,#dfe1e1,223,225,225
Milk and Honey,T546,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/milk-and-honey-t546,valspar,#faedd9,250,237,217
Gray Shimmer,7004-9,https://www.valspar.com/en/colors/browse-colors/lowes/white/gray-shimmer-7004-9,valspar,#e3e1df,227,225,223
Candle Light,T545,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/candle-light-t545,valspar,#f8ebdc,248,235,220
Wispy White,7006-1,https://www.valspar.com/en/colors/browse-colors/lowes/white/wispy-white-7006-1,valspar,#e5e0d5,229,224,213
Serious Moonlight,V087-1,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/serious-moonlight-v087-1,valspar,#fbeadb,251,234,219
Totten's Inlet,7006-9,https://www.valspar.com/en/colors/browse-colors/lowes/white/tottens-inlet-7006-9,valspar,#e9e0d2,233,224,210
Sundrop,T549,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/sundrop-t549,valspar,#fbe8c8,251,232,200
Malted Milk,7003-9,https://www.valspar.com/en/colors/browse-colors/lowes/white/malted-milk-7003-9,valspar,#ecddc6,236,221,198
Lemon Meringue,M321,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/lemon-meringue-m321,valspar,#f3e8d3,243,232,211
Soft Silk,7004-2,https://www.valspar.com/en/colors/browse-colors/lowes/white/soft-silk-7004-2,valspar,#e1dfe3,225,223,227
Seven Veils,V085-1,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/seven-veils-v085-1,valspar,#f9e5d2,249,229,210
Blizzard Fog,7006-18,https://www.valspar.com/en/colors/browse-colors/lowes/white/blizzard-fog-7006-18,valspar,#dfdfd9,223,223,217
Champagne Toast,T558,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/champagne-toast-t558,valspar,#f6e6ce,246,230,206
Petal Smoke,8007-12G,https://www.valspar.com/en/colors/browse-colors/lowes/white/petal-smoke-8007-12g,valspar,#e4ded7,228,222,215
Welcoming White,M222,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/welcoming-white-m222,valspar,#f3e7d2,243,231,210
Salute,7006-12,https://www.valspar.com/en/colors/browse-colors/lowes/white/salute-7006-12,valspar,#e1ddd1,225,221,209
Double Scoop,V176,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/double-scoop-v176,valspar,#efe6d6,239,230,214
City Steam,7006-5,https://www.valspar.com/en/colors/browse-colors/lowes/white/city-steam-7006-5,valspar,#e0dccf,224,220,207
Lantern,T550,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/lantern-t550,valspar,#f3e5c9,243,229,201
Woodland Wildflower,8007-12E,https://www.valspar.com/en/colors/browse-colors/lowes/white/woodland-wildflower-8007-12e,valspar,#dfdcda,223,220,218
Nougat,T556,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/nougat-t556,valspar,#f3e4d1,243,228,209
Drumskin,7003-10,https://www.valspar.com/en/colors/browse-colors/lowes/white/drumskin-7003-10,valspar,#e8d8bd,232,216,189
Cannellini Beans,V180,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/cannellini-beans-v180,valspar,#f7e3cc,247,227,204
Unforgettable,7003-2,https://www.valspar.com/en/colors/browse-colors/lowes/white/unforgettable-7003-2,valspar,#e5d9c3,229,217,195
Soft & Warm,T544,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/soft-warm-t544,valspar,#ece3d9,236,227,217
Tsunami Sky,7004-4,https://www.valspar.com/en/colors/browse-colors/lowes/white/tsunami-sky-7004-4,valspar,#d7dbda,215,219,218
Siren Song,V084-1,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/siren-song-v084-1,valspar,#f4e1d2,244,225,210
Soft-Spoken,8007-11E,https://www.valspar.com/en/colors/browse-colors/lowes/white/soft-spoken-8007-11e,valspar,#e9d8c5,233,216,197
Filtered Light,V093-1,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/filtered-light-v093-1,valspar,#f1dcb9,241,220,185
Crushed Out,7001-19,https://www.valspar.com/en/colors/browse-colors/lowes/white/crushed-out-7001-19,valspar,#e4d5cf,228,213,207
Cozy Coverlet,V086-1,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/cozy-coverlet-v086-1,valspar,#f4dac3,244,218,195
Fragile Blue,7004-10,https://www.valspar.com/en/colors/browse-colors/lowes/white/fragile-blue-7004-10,valspar,#d7d9da,215,217,218
Peachfizz,V088-1,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/peachfizz-v088-1,valspar,#f1dbc3,241,219,195
Clay Angel,7002-1,https://www.valspar.com/en/colors/browse-colors/lowes/white/clay-angel-7002-1,valspar,#e0d5c8,224,213,200
Candelabra,V092-1,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/candelabra-v092-1,valspar,#eddcbe,237,220,190
Lion of Hadrian,8007-9G,https://www.valspar.com/en/colors/browse-colors/lowes/white/lion-of-hadrian-8007-9g,valspar,#e0d6c3,224,214,195
Bubbly,V090-1,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/bubbly-v090-1,valspar,#ebdbc4,235,219,196
Honey Locust,8007-10G,https://www.valspar.com/en/colors/browse-colors/lowes/white/honey-locust-8007-10g,valspar,#e2d3c0,226,211,192
Natural Soap,T559,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/natural-soap-t559,valspar,#e7dbc6,231,219,198
Sandstone Gray,7004-18,https://www.valspar.com/en/colors/browse-colors/lowes/white/sandstone-gray-7004-18,valspar,#d7d5d1,215,213,209
Puppy Paws,M144,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/puppy-paws-m144,valspar,#eed9c8,238,217,200
Morning Lake,7004-21,https://www.valspar.com/en/colors/browse-colors/lowes/white/morning-lake-7004-21,valspar,#d1d3d1,209,211,209
Vanilla Pudding,T560,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/vanilla-pudding-t560,valspar,#e8dbbf,232,219,191
Parlour Taupe,7003-1,https://www.valspar.com/en/colors/browse-colors/lowes/white/parlour-taupe-7003-1,valspar,#dbcebc,219,206,188
Gentle Slumber,V133-1,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/gentle-slumber-v133-1,valspar,#e9dac9,233,218,201
Riviera Dune,2008-10C,https://www.valspar.com/en/colors/browse-colors/lowes/neutral/riviera-dune-2008-10c,valspar,#ebe0d4,235,224,212
Biscuit Crumbs,V166,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/biscuit-crumbs-v166,valspar,#e9dac7,233,218,199
Sahara Dust,8004-16A,https://www.valspar.com/en/colors/browse-colors/lowes/neutral/sahara-dust-8004-16a,valspar,#efdfcb,239,223,203
Buttermilk,T568,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/buttermilk-t568,valspar,#e9dac1,233,218,193
Je M'Apelle Missy,8004-10A,https://www.valspar.com/en/colors/browse-colors/lowes/neutral/je-mapelle-missy-8004-10a,valspar,#ecdfd5,236,223,213
Mind of Her Own,V127-1,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/mind-of-her-own-v127-1,valspar,#e1dbda,225,219,218
Gilded Linen,6002-1A,https://www.valspar.com/en/colors/browse-colors/lowes/neutral/gilded-linen-6002-1a,valspar,#e2dfd5,226,223,213
Fuzzy Scruff,V089-1,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/fuzzy-scruff-v089-1,valspar,#eed9bc,238,217,188
Balance,2004-10C,https://www.valspar.com/en/colors/browse-colors/lowes/neutral/balance-2004-10c,valspar,#e8ddd0,232,221,208
Angora Whisper,M342,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/angora-whisper-m342,valspar,#dfdccc,223,220,204
Ballroom Belle,7001-9,https://www.valspar.com/en/colors/browse-colors/lowes/neutral/ballroom-belle-7001-9,valspar,#e4ded7,228,222,215
Cappuccino Foam,V132-1,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/cappuccino-foam-v132-1,valspar,#e5d9cc,229,217,204
Bungalow White,2005-10C,https://www.valspar.com/en/colors/browse-colors/lowes/neutral/bungalow-white-2005-10c,valspar,#e9dcd2,233,220,210
Bare Market,T670,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/bare-market-t670,valspar,#e0dac9,224,218,201
Asiago,6005-1A,https://www.valspar.com/en/colors/browse-colors/lowes/neutral/asiago-6005-1a,valspar,#e3dcd0,227,220,208
Nana's Pearls,V128-1,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/nanas-pearls-v128-1,valspar,#e6d5d0,230,213,208
March Breeze,1001-10C,https://www.valspar.com/en/colors/browse-colors/lowes/neutral/march-breeze-1001-10c,valspar,#e3d9cf,227,217,207
Romantic White,V129-1,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/romantic-white-v129-1,valspar,#e0d6ce,224,214,206
Daybreak,6008-3A,https://www.valspar.com/en/colors/browse-colors/lowes/neutral/daybreak-6008-3a,valspar,#e5dbc5,229,219,197
Orchid Blush,V126-1,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/orchid-blush-v126-1,valspar,#dfd5d3,223,213,211
Farm-Fresh Eggs,8004-10B,https://www.valspar.com/en/colors/browse-colors/lowes/neutral/farm-fresh-eggs-8004-10b,valspar,#ebd8cc,235,216,204
Mellow Moment,P088,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/mellow-moment-p088,valspar,#f4d1a4,244,209,164
Quiet Interlude,8005-4A,https://www.valspar.com/en/colors/browse-colors/lowes/neutral/quiet-interlude-8005-4a,valspar,#e0dbd2,224,219,210
Shifting Sands,T529,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/shifting-sands-t529,valspar,#ead0a4,234,208,164
Cappuccino Foam,8005-9A,https://www.valspar.com/en/colors/browse-colors/lowes/neutral/cappuccino-foam-8005-9a,valspar,#e5d9cc,229,217,204
Chestnut Dressing,T527,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/chestnut-dressing-t527,valspar,#efceaa,239,206,170
Safari Map,8004-12A,https://www.valspar.com/en/colors/browse-colors/lowes/neutral/safari-map-8004-12a,valspar,#e8d7c8,232,215,200
Quill,V094-1,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/quill-v094-1,valspar,#ded2bb,222,210,187
Slush,8005-2A,https://www.valspar.com/en/colors/browse-colors/lowes/neutral/slush-8005-2a,valspar,#ded9d0,222,217,208
Sand Sculpture,T548,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/sand-sculpture-t548,valspar,#e9d0ae,233,208,174
Library Card,T525,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/library-card-t525,valspar,#ebceb3,235,206,179
Napa Dawn,1003-10C,https://www.valspar.com/en/colors/browse-colors/lowes/pink/napa-dawn-1003-10c,valspar,#e1d7d5,225,215,213
Vanilla Steam,2006-10C,https://www.valspar.com/en/colors/browse-colors/lowes/neutral/vanilla-steam-2006-10c,valspar,#e0d8cf,224,216,207
So Close,M138,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/so-close-m138,valspar,#e4d1ac,228,209,172
Lovely Bluff,3004-10C,https://www.valspar.com/en/colors/browse-colors/lowes/neutral/lovely-bluff-3004-10c,valspar,#e6d5be,230,213,190
Baguette,T536,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/baguette-t536,valspar,#e6cfb6,230,207,182
Light Raffia,3008-10B,https://www.valspar.com/en/colors/browse-colors/lowes/neutral/light-raffia-3008-10b,valspar,#e1d6c4,225,214,196
Oberon on the Beach,T538,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/oberon-on-the-beach-t538,valspar,#eccea7,236,206,167
September Fog,6003-1A,https://www.valspar.com/en/colors/browse-colors/lowes/neutral/september-fog-6003-1a,valspar,#ddd6c9,221,214,201
Vanderbilt Beach,V134-1,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/vanderbilt-beach-v134-1,valspar,#ddd1bd,221,209,189
Tanglewood Park,8004-16B,https://www.valspar.com/en/colors/browse-colors/lowes/neutral/tanglewood-park-8004-16b,valspar,#e8d4bc,232,212,188
Pure Almond,V091-1,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/pure-almond-v091-1,valspar,#e3d0b0,227,208,176
Cinnamon Foam,V085-2,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/cinnamon-foam-v085-2,valspar,#f0ccac,240,204,172
Orchid Blush,8004-4A,https://www.valspar.com/en/colors/browse-colors/lowes/pink/orchid-blush-8004-4a,valspar,#dfd5d3,223,213,211
Ancestral Haze,1004-10C,https://www.valspar.com/en/colors/browse-colors/lowes/neutral/ancestral-haze-1004-10c,valspar,#e0d3ce,224,211,206
Luscious Latte,M109,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/luscious-latte-m109,valspar,#dfd1b6,223,209,182
Warm Fog,1002-10C,https://www.valspar.com/en/colors/browse-colors/lowes/neutral/warm-fog-1002-10c,valspar,#ded2ca,222,210,202
Palest Satin,T557,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/palest-satin-t557,valspar,#ded0bc,222,208,188
Warm Putty,6006-1A,https://www.valspar.com/en/colors/browse-colors/lowes/neutral/warm-putty-6006-1a,valspar,#dad2c5,218,210,197
Light Bamboo,T540,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/light-bamboo-t540,valspar,#e0d0b0,224,208,176
Champagne Glee,2003-10C,https://www.valspar.com/en/colors/browse-colors/lowes/neutral/champagne-glee-2003-10c,valspar,#e0cec5,224,206,197
Group Hug,V087-2,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/group-hug-v087-2,valspar,#e7cdb7,231,205,183
Marshmallow Cocoa,8004-10C,https://www.valspar.com/en/colors/browse-colors/lowes/neutral/marshmallow-cocoa-8004-10c,valspar,#e2cec2,226,206,194
Touch of Tan,V090-2,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/touch-of-tan-v090-2,valspar,#e4ceb1,228,206,177
Gentle Shadows,8005-5A,https://www.valspar.com/en/colors/browse-colors/lowes/neutral/gentle-shadows-8005-5a,valspar,#dacfc0,218,207,192
Woolen Sox,T566,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/woolen-sox-t566,valspar,#e1cfb8,225,207,184
Aged Parchment,8005-7B,https://www.valspar.com/en/colors/browse-colors/lowes/neutral/aged-parchment-8005-7b,valspar,#ddcfb9,221,207,185
Barest Celadon,M244,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/barest-celadon-m244,valspar,#d5d2c0,213,210,192
Tagsale Linen,3001-10C,https://www.valspar.com/en/colors/browse-colors/lowes/neutral/tagsale-linen-3001-10c,valspar,#e1cdbc,225,205,188
Misty Mink,T564,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/misty-mink-t564,valspar,#e0cec3,224,206,195
Wisp of Cocoa,8004-13B,https://www.valspar.com/en/colors/browse-colors/lowes/neutral/wisp-of-cocoa-8004-13b,valspar,#decdbc,222,205,188
Understated,T650,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/understated-t650,valspar,#d8d1ba,216,209,186
Moon Shot,8005-2B,https://www.valspar.com/en/colors/browse-colors/lowes/neutral/moon-shot-8005-2b,valspar,#d4cfc7,212,207,199
Elafonisi Beach,T535,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/elafonisi-beach-t535,valspar,#e2cebb,226,206,187
March Ice,1001-10B,https://www.valspar.com/en/colors/browse-colors/lowes/neutral/march-ice-1001-10b,valspar,#d8ccc5,216,204,197
Hagar Shores,T526,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/hagar-shores-t526,valspar,#e9cdaf,233,205,175
Perfect Crust,T555,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/perfect-crust-t555,valspar,#dad0c1,218,208,193
Pink Chantilly,8004-5B,https://www.valspar.com/en/colors/browse-colors/lowes/pink/pink-chantilly-8004-5b,valspar,#ddcac6,221,202,198
Dusky Morn,8004-7A,https://www.valspar.com/en/colors/browse-colors/lowes/neutral/dusky-morn-8004-7a,valspar,#d7cdc6,215,205,198
Fresh-Baked,V084-2,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/fresh-baked-v084-2,valspar,#e7ccba,231,204,186
Rabbit's Foot,8004-9B,https://www.valspar.com/en/colors/browse-colors/lowes/neutral/rabbits-foot-8004-9b,valspar,#dacdc2,218,205,194
Fossil White,V178,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/fossil-white-v178,valspar,#e0ceb6,224,206,182
Rattan Basket,3007-10C,https://www.valspar.com/en/colors/browse-colors/lowes/neutral/rattan-basket-3007-10c,valspar,#daccb7,218,204,183
Gentle Shadows,V135-1,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/gentle-shadows-v135-1,valspar,#dacfc0,218,207,192
Bay Sands,5008-1B,https://www.valspar.com/en/colors/browse-colors/lowes/neutral/bay-sands-5008-1b,valspar,#d0cbbd,208,203,189
Wisp of Cocoa,M151,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/wisp-of-cocoa-m151,valspar,#decdbc,222,205,188
Dakota Trail,6008-3B,https://www.valspar.com/en/colors/browse-colors/lowes/neutral/dakota-trail-6008-3b,valspar,#d9c9ab,217,201,171
Rabbit's Foot,V129-2,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/rabbits-foot-v129-2,valspar,#dacdc2,218,205,194
Heritage Gray,7007-24,https://www.valspar.com/en/colors/browse-colors/lowes/neutral/heritage-gray-7007-24,valspar,#d1cbc1,209,203,193
Dusk in the Valley,V127-2,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/dusk-in-the-valley-v127-2,valspar,#d4cdcb,212,205,203
Villa Grey,6005-1B,https://www.valspar.com/en/colors/browse-colors/lowes/neutral/villa-grey-6005-1b,valspar,#d0c9ba,208,201,186
Manilla Rope,V133-2,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/manilla-rope-v133-2,valspar,#dcccbb,220,204,187
Sand Storm,2004-10B,https://www.valspar.com/en/colors/browse-colors/lowes/neutral/sand-storm-2004-10b,valspar,#d5c5b9,213,197,185
Pink Chantilly,V128-2,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/pink-chantilly-v128-2,valspar,#ddcac6,221,202,198
Wheat Toast,3002-10B,https://www.valspar.com/en/colors/browse-colors/lowes/neutral/wheat-toast-3002-10b,valspar,#dec5a7,222,197,167
Basket of Bobbins,V130-1,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/basket-of-bobbins-v130-1,valspar,#d3cdc6,211,205,198
Oats and Honey,V092-2,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/oats-and-honey-v092-2,valspar,#eac892,234,200,146
Berry Cream,1004-10B,https://www.valspar.com/en/colors/browse-colors/lowes/pink/berry-cream-1004-10b,valspar,#d5c3be,213,195,190
Vanilla Iced Coffee,8004-14C,https://www.valspar.com/en/colors/browse-colors/lowes/neutral/vanilla-iced-coffee-8004-14c,valspar,#dac1aa,218,193,170
Golden Retriever,V093-2,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/golden-retriever-v093-2,valspar,#e0c59b,224,197,155
Beach Dune,8005-7C,https://www.valspar.com/en/colors/browse-colors/lowes/neutral/beach-dune-8005-7c,valspar,#d4c3ac,212,195,172
Café Au Lait,M118,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/cafe-au-lait-m118,valspar,#dbc6a8,219,198,168
Perfect Backdrop,8005-8B,https://www.valspar.com/en/colors/browse-colors/lowes/neutral/perfect-backdrop-8005-8b,valspar,#d1c4b6,209,196,182
Dune View,M156,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/dune-view-m156,valspar,#e6c298,230,194,152
Badlands Taupe,2003-10B,https://www.valspar.com/en/colors/browse-colors/lowes/neutral/badlands-taupe-2003-10b,valspar,#d7c0b6,215,192,182
Painted Ash,V091-2,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/painted-ash-v091-2,valspar,#e1c49b,225,196,155
So Baja,V086-2,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/so-baja-v086-2,valspar,#e3c2a3,227,194,163
Puka Shell,8004-4B,https://www.valspar.com/en/colors/browse-colors/lowes/pink/puka-shell-8004-4b,valspar,#d2c0be,210,192,190
Boardwalk Sashay,8004-7B,https://www.valspar.com/en/colors/browse-colors/lowes/neutral/boardwalk-sashay-8004-7b,valspar,#cfc0b6,207,192,182
Chopped Almonds,T680,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/chopped-almonds-t680,valspar,#cfc6af,207,198,175
Windmill,8005-10C,https://www.valspar.com/en/colors/browse-colors/lowes/neutral/windmill-8005-10c,valspar,#cdc2ba,205,194,186
Spiced Latte,V089-2,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/spiced-latte-v089-2,valspar,#e1c19e,225,193,158
Soft Pelican,8005-5B,https://www.valspar.com/en/colors/browse-colors/lowes/neutral/soft-pelican-8005-5b,valspar,#cdc2b2,205,194,178
Sheepskin Rug,V147-1,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/sheepskin-rug-v147-1,valspar,#d1c5b0,209,197,176
Mish Mosh,8004-16C,https://www.valspar.com/en/colors/browse-colors/lowes/neutral/mish-mosh-8004-16c,valspar,#d6bea1,214,190,161
Turbo Tan,P016,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/turbo-tan-p016,valspar,#dbc2a0,219,194,160
Rippling Stone,V146-2,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/rippling-stone-v146-2,valspar,#ccc6b4,204,198,180
Cathedral Morning,8004-5C,https://www.valspar.com/en/colors/browse-colors/lowes/pink/cathedral-morning-8004-5c,valspar,#d1beba,209,190,186
Cookie Dough,8005-9B,https://www.valspar.com/en/colors/browse-colors/lowes/neutral/cookie-dough-8005-9b,valspar,#d1c0b0,209,192,176
Garden Rain,V094-2,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/garden-rain-v094-2,valspar,#d4c4a4,212,196,164
